route_id,route_short_name,route_long_name,route_type
KNP_METRO_ORANGE,O,Orange Line: IIT Kanpur - Kanpur Central,1
KNP_BUS_1,1,Sarai Mita - Bada Chauraha / Sarsaiya Ghat,3
KNP_BUS_2,2,Chakeri Mod - Mandhana,3
KNP_BUS_3,3,Shyam Nagar - Bada Chauraha,3
KNP_BUS_7,7,Barra - Barra Jarauli,3
KNP_BUS_4,4,Yashoda Nagar - Barra,3
KNP_BUS_5,5,Raniya - Ghanta Ghar,3
KNP_BUS_6A,6A,Bada Chauraha - Bithoor,3
KNP_BUS_6B,6B,Kanpur Central - Mandhana,3
KNP_BUS_8,8,Bada Chauraha - Ramdevi,3
KNP_BUS_9,9,Afim Kothi - Bingava,3
KNP_BUS_10,10,Ghanta Ghar - Raniya,3
KNP_BUS_11,11,Bada Chauraha - Mandi Samiti,3
KNP_BUS_12,12,World Bank - Moolganj,3
KNP_BUS_13,13,Jarib Chauki - Moolganj,3
KNP_BUS_14,14,Yasoda Nagar - Kanpur Zoo,3
KNP_BUS_15,15,Mandi Samiti Naubasta - Kanpur Central,3
KNP_BUS_16,16,Baghpur Tekra - Bada Chauraha,3
KNP_BUS_17,17,Kanpur Zoo - Kisan Nagar,3
KNP_BUS_18,18,Jajmau - Kisan Nagar,3
KNP_BUS_19,19,Jajmau - Bithoor,3
KNP_BUS_20,20,Bithoor - Bada Chauraha,3
KNP_BUS_21,21,Ramadevi - Raniya,3
KNP_BUS_22,22,Shastri Chowk Barra - Rawatpur Gutiya,3
KNP_BUS_23,23,Shivrajpur - Maharajpur,3
KNP_BUS_24,24,Bithoor - Jajmau,3
KNP_BUS_25,25,Bhaunti - Shuklaganj,3
KNP_BUS_26,26,Wazidpur - Bithoor,3
KNP_BUS_27,27,Bithoor - Wazidpur,3
KNP_BUS_AIR,AIR,KMBS Airport Service: IIT Gate - Kanpur Airport,3
