trip_id,arrival_time,departure_time,stop_id,stop_sequence
mumbai-thane-munici-r1-1d0-t1,06:00:00,06:00:00,mumbai-19.23699-72.96616,1
mumbai-thane-munici-r1-1d0-t1,06:01:10,06:01:10,mumbai-19.23475-72.96617,2
mumbai-thane-munici-r1-1d0-t1,06:02:20,06:02:20,mumbai-19.23357-72.96551,3
mumbai-thane-munici-r1-1d0-t1,06:03:50,06:03:50,mumbai-19.23264-72.96979,4
mumbai-thane-munici-r1-1d0-t1,06:05:00,06:05:00,mumbai-19.23330-72.96707,5
mumbai-thane-munici-r1-1d0-t1,06:06:40,06:06:40,mumbai-19.23661-72.97059,6
mumbai-thane-munici-r1-1d0-t1,06:07:50,06:07:50,mumbai-19.23648-72.97241,7
mumbai-thane-munici-r1-1d0-t1,06:17:19,06:17:19,mumbai-19.20483-72.97805,8
mumbai-thane-munici-r1-1d0-t1,06:20:35,06:20:35,mumbai-19.21516-72.97812,9
mumbai-thane-munici-r1-1d0-t1,06:26:41,06:26:41,mumbai-19.23536-72.97630,10
mumbai-thane-munici-r1-1d0-t1,06:28:34,06:28:34,mumbai-19.22992-72.97686,11
mumbai-thane-munici-r1-1d0-t1,06:30:49,06:30:49,mumbai-19.22320-72.97766,12
mumbai-thane-munici-r1-1d0-t1,06:31:59,06:31:59,mumbai-19.22135-72.97786,13
mumbai-thane-munici-r1-1d0-t1,06:33:50,06:33:50,mumbai-19.21603-72.97829,14
mumbai-thane-munici-r1-1d0-t1,06:35:41,06:35:41,mumbai-19.21079-72.97727,15
mumbai-thane-munici-r1-1d0-t1,06:36:51,06:36:51,mumbai-19.20851-72.97717,16
mumbai-thane-munici-r1-1d0-t1,06:38:01,06:38:01,mumbai-19.20723-72.97753,17
mumbai-thane-munici-r1-1d0-t1,06:40:10,06:40:10,mumbai-19.20115-72.97958,18
mumbai-thane-munici-r1-1d0-t1,06:41:25,06:41:25,mumbai-19.19794-72.97997,19
mumbai-thane-munici-r1-1d0-t1,06:42:35,06:42:35,mumbai-19.19703-72.97858,20
mumbai-thane-munici-r1-1d0-t1,06:45:49,06:45:49,mumbai-19.18697-72.97694,21
mumbai-thane-munici-r1-1d0-t2,08:00:00,08:00:00,mumbai-19.23699-72.96616,1
mumbai-thane-munici-r1-1d0-t2,08:01:10,08:01:10,mumbai-19.23475-72.96617,2
mumbai-thane-munici-r1-1d0-t2,08:02:20,08:02:20,mumbai-19.23357-72.96551,3
mumbai-thane-munici-r1-1d0-t2,08:03:50,08:03:50,mumbai-19.23264-72.96979,4
mumbai-thane-munici-r1-1d0-t2,08:05:00,08:05:00,mumbai-19.23330-72.96707,5
mumbai-thane-munici-r1-1d0-t2,08:06:40,08:06:40,mumbai-19.23661-72.97059,6
mumbai-thane-munici-r1-1d0-t2,08:07:50,08:07:50,mumbai-19.23648-72.97241,7
mumbai-thane-munici-r1-1d0-t2,08:17:19,08:17:19,mumbai-19.20483-72.97805,8
mumbai-thane-munici-r1-1d0-t2,08:20:35,08:20:35,mumbai-19.21516-72.97812,9
mumbai-thane-munici-r1-1d0-t2,08:26:41,08:26:41,mumbai-19.23536-72.97630,10
mumbai-thane-munici-r1-1d0-t2,08:28:34,08:28:34,mumbai-19.22992-72.97686,11
