route_id,route_short_name,route_long_name,route_type
M101,M101,Marituba - Ver-o-Peso (Expressa),3
M102,M102,Marituba - Praça da Bandeira (Expressa),3
M103,M103,Marituba - Presidente Vargas (Paradora),3
A101,A101,Ananindeua - Ver-o-Peso (Expressa),3
A102,A102,Ananindeua - Praça da Bandeira (Expressa),3
A103,A103,Ananindeua - Presidente Vargas (Paradora),3
A201,A201,Ananindeua - São Brás,3
M311,M311,Marituba - Benevides / Madre Tereza,3
M304,M304,Marituba - Beija-Flor / Santa Clara,3
M307,M307,Marituba - Almir Gabriel,3
M308,M308,Marituba - Canaã,3
A301,A301,Ananindeua - Verdejante,3
A308,A308,Ananindeua - PAAR,3
A309,A309,Ananindeua - Curuçambá,3
A310,A310,Ananindeua - Distrito Industrial,3
