trip_id,arrival_time,departure_time,stop_id,stop_sequence
mumbai-vande-bharat-r1-1d0-t1,06:00:00,06:00:00,mumbai-19.85969-75.31117,1
mumbai-vande-bharat-r1-1d0-t1,08:20:28,08:20:28,mumbai-20.25009-74.43915,2
mumbai-vande-bharat-r1-1d0-t1,09:59:01,09:59:01,mumbai-19.94896-73.84259,3
mumbai-vande-bharat-r1-1d0-t1,10:00:11,10:00:11,mumbai-19.94797-73.84245,4
mumbai-vande-bharat-r1-1d0-t1,12:31:46,12:31:46,mumbai-19.23486-73.12982,5
mumbai-vande-bharat-r1-1d0-t1,12:32:56,12:32:56,mumbai-19.23497-73.13040,6
mumbai-vande-bharat-r1-1d0-t1,12:56:58,12:56:58,mumbai-19.18617-72.97627,7
mumbai-vande-bharat-r1-1d0-t1,13:29:44,13:29:44,mumbai-19.01759-72.84357,8
mumbai-vande-bharat-r1-1d0-t1,13:30:54,13:30:54,mumbai-19.01721-72.84317,9
mumbai-vande-bharat-r1-1d0-t1,13:42:28,13:42:28,mumbai-18.94459-72.83786,10
mumbai-vande-bharat-r1-1d0-t1,13:43:38,13:43:38,mumbai-18.94518-72.83786,11
mumbai-vande-bharat-r1-1d0-t2,08:00:00,08:00:00,mumbai-19.85969-75.31117,1
mumbai-vande-bharat-r1-1d0-t2,10:20:28,10:20:28,mumbai-20.25009-74.43915,2
mumbai-vande-bharat-r1-1d0-t2,11:59:01,11:59:01,mumbai-19.94896-73.84259,3
mumbai-vande-bharat-r1-1d0-t2,12:00:11,12:00:11,mumbai-19.94797-73.84245,4
mumbai-vande-bharat-r1-1d0-t2,14:31:46,14:31:46,mumbai-19.23486-73.12982,5
mumbai-vande-bharat-r1-1d0-t2,14:32:56,14:32:56,mumbai-19.23497-73.13040,6
mumbai-vande-bharat-r1-1d0-t2,14:56:58,14:56:58,mumbai-19.18617-72.97627,7
mumbai-vande-bharat-r1-1d0-t2,15:29:44,15:29:44,mumbai-19.01759-72.84357,8
mumbai-vande-bharat-r1-1d0-t2,15:30:54,15:30:54,mumbai-19.01721-72.84317,9
mumbai-vande-bharat-r1-1d0-t2,15:42:28,15:42:28,mumbai-18.94459-72.83786,10
mumbai-vande-bharat-r1-1d0-t2,15:43:38,15:43:38,mumbai-18.94518-72.83786,11
mumbai-vande-bharat-r1-1d0-t3,12:00:00,12:00:00,mumbai-19.85969-75.31117,1
mumbai-vande-bharat-r1-1d0-t3,14:20:28,14:20:28,mumbai-20.25009-74.43915,2
mumbai-vande-bharat-r1-1d0-t3,15:59:01,15:59:01,mumbai-19.94896-73.84259,3
mumbai-vande-bharat-r1-1d0-t3,16:00:11,16:00:11,mumbai-19.94797-73.84245,4
mumbai-vande-bharat-r1-1d0-t3,18:31:46,18:31:46,mumbai-19.23486-73.12982,5
mumbai-vande-bharat-r1-1d0-t3,18:32:56,18:32:56,mumbai-19.23497-73.13040,6
mumbai-vande-bharat-r1-1d0-t3,18:56:58,18:56:58,mumbai-19.18617-72.97627,7
mumbai-vande-bharat-r1-1d0-t3,19:29:44,19:29:44,mumbai-19.01759-72.84357,8
mumbai-vande-bharat-r1-1d0-t3,19:30:54,19:30:54,mumbai-19.01721-72.84317,9
mumbai-vande-bharat-r1-1d0-t3,19:42:28,19:42:28,mumbai-18.94459-72.83786,10
mumbai-vande-bharat-r1-1d0-t3,19:43:38,19:43:38,mumbai-18.94518-72.83786,11
mumbai-vande-bharat-r1-1d0-t4,17:00:00,17:00:00,mumbai-19.85969-75.31117,1
mumbai-vande-bharat-r1-1d0-t4,19:20:28,19:20:28,mumbai-20.25009-74.43915,2
mumbai-vande-bharat-r1-1d0-t4,20:59:01,20:59:01,mumbai-19.94896-73.84259,3
mumbai-vande-bharat-r1-1d0-t4,21:00:11,21:00:11,mumbai-19.94797-73.84245,4
mumbai-vande-bharat-r1-1d0-t4,23:31:46,23:31:46,mumbai-19.23486-73.12982,5
mumbai-vande-bharat-r1-1d0-t4,23:32:56,23:32:56,mumbai-19.23497-73.13040,6
mumbai-vande-bharat-r1-1d0-t4,23:56:58,23:56:58,mumbai-19.18617-72.97627,7
mumbai-vande-bharat-r1-1d0-t4,24:29:44,24:29:44,mumbai-19.01759-72.84357,8
mumbai-vande-bharat-r1-1d0-t4,24:30:54,24:30:54,mumbai-19.01721-72.84317,9
