trip_id,arrival_time,departure_time,stop_id,stop_sequence
0203_WK_ida_0530,05:30:00,05:30:00,S01,1
0203_WK_ida_0530,05:37:00,05:37:00,S02,2
0203_WK_ida_0530,05:44:00,05:44:00,S03,3
0203_WK_ida_0530,05:48:00,05:48:00,S04,4
0203_WK_ida_0530,05:56:00,05:56:00,S07,5
0203_WK_ida_0530,06:02:00,06:02:00,S06,6
0203_WK_ida_0530,06:10:00,06:10:00,S05,7
0203_WK_ida_0530,06:22:00,06:22:00,S08,8
0203_WK_ida_0530,06:31:00,06:31:00,S09,9
0203_WK_ida_0530,06:35:00,06:35:00,S10,10
0203_WK_volta_0626,06:26:00,06:26:00,S10,1
0203_WK_volta_0626,06:30:00,06:30:00,S09,2
0203_WK_volta_0626,06:39:00,06:39:00,S08,3
0203_WK_volta_0626,06:51:00,06:51:00,S05,4
0203_WK_volta_0626,06:59:00,06:59:00,S06,5
0203_WK_volta_0626,07:05:00,07:05:00,S07,6
0203_WK_volta_0626,07:13:00,07:13:00,S04,7
0203_WK_volta_0626,07:17:00,07:17:00,S03,8
0203_WK_volta_0626,07:24:00,07:24:00,S02,9
0203_WK_volta_0626,07:31:00,07:31:00,S01,10
0203_SAT_ida_0440,04:40:00,04:40:00,S01,1
0203_SAT_ida_0440,04:47:00,04:47:00,S02,2
0203_SAT_ida_0440,04:54:00,04:54:00,S03,3
0203_SAT_ida_0440,04:58:00,04:58:00,S04,4
0203_SAT_ida_0440,05:06:00,05:06:00,S07,5
0203_SAT_ida_0440,05:12:00,05:12:00,S06,6
0203_SAT_ida_0440,05:20:00,05:20:00,S05,7
0203_SAT_ida_0440,05:32:00,05:32:00,S08,8
0203_SAT_ida_0440,05:41:00,05:41:00,S09,9
0203_SAT_ida_0440,05:45:00,05:45:00,S10,10
0203_SAT_volta_0532,05:32:00,05:32:00,S10,1
0203_SAT_volta_0532,05:36:00,05:36:00,S09,2
0203_SAT_volta_0532,05:45:00,05:45:00,S08,3
0203_SAT_volta_0532,05:57:00,05:57:00,S05,4
0203_SAT_volta_0532,06:05:00,06:05:00,S06,5
0203_SAT_volta_0532,06:11:00,06:11:00,S07,6
0203_SAT_volta_0532,06:19:00,06:19:00,S04,7
0203_SAT_volta_0532,06:23:00,06:23:00,S03,8
0203_SAT_volta_0532,06:30:00,06:30:00,S02,9
0203_SAT_volta_0532,06:37:00,06:37:00,S01,10
