route_id,route_short_name,route_long_name,route_type
R4,4,Amarante / Mirassol / Via Bernardo Vieira,3
R05_67,05/67,Vale Dourado / Vila Paraiso / Ribeira,3
R10_29,10/29,Nova Natal / N. Descoberta / Via Campus,3
R13,13,Redinha / Centro,3
R15_16,15/16,Pajucara / Ribeira / Via Petropolis,3
R17_78,17/78,Gramore / Santarem / Ribeira - Via Petropolis,3
R19,19,Rodoviaria Nova / Ribeira / Via Quintas,3
R2,2,Gramore / Mirassol / Nova Republica,3
R20,20,Cidade Da Esperanca / Ribeira / Via Avenida 09,3
R5,5,Vale Dourado / Ribeira Via Rio Branco,3
R593,593,Circular Residencial Redinha,3
R60,60,Pajucara / Mirassol Via Campus,3
R64,64,Nova Natal / Ribeira / Via Petropolis,3
R70,70,Parque Dos Coqueiros Ribeira / Petropolis,3
R72,72,Vale Dourado Mirassol,3
R75,75,Parque Das Dunas / Ribeira Via Petropolis,3
R79,79,Parque Das Dunas / Mirassol / Via Campus,3
R8,8,Redinha / Mirassol,3
R81,81,Vila Verde / Alecrim / Petropolis Via Ponte N. Navarro,3
