route_id,route_short_name,route_long_name,route_type
noida-noida-city-t-r1,740,740: Anand Vihar ISBT -> Uttam Nagar Terminal,3
noida-noida-city-t-r2,740,740: Uttam Nagar Terminal -> Anand Vihar ISBT,3
noida-noida-city-t-r3,85,Bus 85: Anand Vihar ISBT → Punjabi Bagh Terminal,3
noida-noida-city-t-r4,534,534: Anand Vihar ISBT -> Mehrauli,3
noida-noida-city-t-r5,534,534: Mehrauli -> Anand Vihar ISBT,3
noida-noida-city-t-r6,85EXT,Bus 85EXT: West Enclave → Anand Vihar ISBT,3
noida-noida-city-t-r7,85EXT,Bus 85EXT: Anand Vihar ISBT -> West Enclave,3
noida-noida-city-t-r8,534A,534A: Anand Vihar ISBT -> IGI Airport,3
noida-noida-city-t-r9,534A,534A: IGI Airport -> Anand Vihar ISBT,3
noida-noida-city-t-r10,740A,740A: Manglapuri -> Anand Vihar ISBT,3
noida-noida-city-t-r11,740A,740A: Anand Vihar ISBT -> Manglapuri,3
noida-noida-city-t-r12,740EXT,740Extra: Uttam Nagar Terminal => Anand Vihar ISBT,3
noida-noida-city-t-r13,73,Bus 73: Hari Nagar Clock Tower → Anand Vihar ISBT,3
noida-noida-city-t-r14,73,Bus 73: Anand Vihar ISBT → Hari Nagar Clock Tower,3
noida-noida-city-t-r15,770A,770A: Delhi Secretariat,3
noida-noida-city-t-r16,740EXT,740EXT: Uttam Nagar Terminal -> Anand Vihar ISBT,3
noida-noida-city-t-r17,740EXT,740EXT: Anand Vihar ISBT -> Uttam Nagar Terminal,3
noida-noida-city-t-r18,711,711: Sarai Kale Khan ISBT => Uttam Nagar Terminal,3
noida-noida-city-t-r19,717,717: Badarpur Border -> Shahbad Mohammadpur,3
noida-noida-city-t-r20,427,427: Nizamuddin Railway Station -> Mehrauli Terminal,3
noida-noida-city-t-r21,34,34: Noida Sector 37 -> Mehrauli,3
noida-noida-city-t-r22,540,540: Tara Apartment -> Kendriya Terminal,3
noida-noida-city-t-r23,480,480: Kendriya Terminal -> DDA Flats Kalkaji,3
noida-noida-city-t-r24,410,410: Jal Vihar Terminal -> Khyala JJ Colony,3
noida-noida-city-t-r25,391,391: Kendriya Terminal -> Kalyanpuri,3
noida-noida-city-t-r26,390,390: Kendriya Terminal -> Trilokpuri 13 Block,3
noida-noida-city-t-r27,378,378: Kendriya Terminal -> Mayur Vihar Phase 3,3
noida-noida-city-t-r28,349,349: Kendriya Terminal -> Mayur Vihar Phase 2,3
noida-noida-city-t-r29,320,320: Kendriya Terminal -> Shahdara Terminal,3
noida-noida-city-t-r30,425,425: Old Delhi Railway Station -> Hamdard Nagar,3
noida-noida-city-t-r31,724,724: Nehru Place Terminal => Uttam Nagar Terminal,3
noida-noida-city-t-r32,544,544: Badarpur Border -> RK Puram Sector 1,3
noida-noida-city-t-r33,544,544: RK Puram Sector 1 -> Badarpur Border,3
noida-noida-city-t-r34,480,480: DDA Flats Kalkaji -> Kendriya Terminal,3
noida-noida-city-t-r35,479,479: Badarpur Border -> Punjabi Bagh,3
noida-noida-city-t-r36,469,469: Ambedkar Nagar Terminal -> Anand Vihar ISBT,3
noida-noida-city-t-r37,433,433: Badarpur Border -> New Delhi Railway Station Gate Number 2,3
noida-noida-city-t-r38,413,413: Nizamuddin Railway Station -> Mehrauli Terminal,3
noida-noida-city-t-r39,(+) TMS,(+) Teevra Mudrika Service: Punjabi Bagh Terminal,3
noida-noida-city-t-r40,479,479: Punjabi Bagh -> Badarpur Border,3
noida-noida-city-t-r41,460,460: Minto Road Terminal -> Badarpur Border,3
noida-noida-city-t-r42,413,413: Mehrauli Terminal -> Nizamuddin Railway Station,3
noida-noida-city-t-r43,411,411: -> Hamdard Nagar,3
noida-noida-city-t-r44,(-) TMS,(-) Teevra Mudrika Service: Punjabi Bagh Terminal,3
noida-noida-city-t-r45,47A,47A: Indrapuri -> Central Workshop 2,3
noida-noida-city-t-r46,493,493: Mayur Vihar Phase 3 -> Mehrauli,3
noida-noida-city-t-r47,540,540: Kendriya Terminal -> Tara Apartment,3
noida-noida-city-t-r48,427,427: Mehrauli Terminal -> Nizamuddin Railway Station,3
noida-noida-city-t-r49,440,440: New Delhi Railway Station Gate Number 2 -> Ambedkar Nagar Terminal,3
noida-noida-city-t-r50,774,774: Badarpur Border -> Dwarka Sector 10 Metro Station,3
noida-noida-city-t-r51,874,874: Badarpur Border -> Uttam Nagar Terminal,3
noida-noida-city-t-r52,442,442: Nehru Place => Azadpur Metro Station,3
noida-noida-city-t-r53,440,440: Ambedkar Nagar Terminal -> New Delhi Railway Station Gate Number 2,3
noida-noida-city-t-r54,425,425: Hamdard Nagar -> Old Delhi Railway Station,3
noida-noida-city-t-r55,BPG,BPG: Gurgaon -> Badarpur,3
noida-noida-city-t-r56,717A,717A: Kapashera Border -> Badarpur Border,3
noida-noida-city-t-r57,717,717,3
noida-noida-city-t-r58,34,34: Mehrauli -> Noida Sector 37,3
noida-noida-city-t-r59,429,429: Old Delhi Railway Station -> DDA Flats Kalkaji,3
