route_id,route_short_name,route_long_name,route_type
gurugram-gurugram-cit-r1,534A,534A: Anand Vihar ISBT -> IGI Airport,3
gurugram-gurugram-cit-r2,534A,534A: IGI Airport -> Anand Vihar ISBT,3
gurugram-gurugram-cit-r3,604,604: Lado Sarai Terminal -> New Delhi Railway Station Gate Number 2,3
gurugram-gurugram-cit-r4,604,604: New Delhi Railway Station Gate Number 2 -> Lado Sarai Terminal,3
gurugram-gurugram-cit-r5,790,790: Kapashera Border => Najafgarh Terminal,3
gurugram-gurugram-cit-r6,729,729: Kapashera Border → Kashmere Gate,3
gurugram-gurugram-cit-r7,790,790: Najafgarh Terminal => Kapashera Border,3
gurugram-gurugram-cit-r8,729,729: Kashmere Gate → Kapashera Border,3
gurugram-gurugram-cit-r9,781,781: New Delhi Railway Station Gate Number 2 => Dwarka Sector 16C,3
gurugram-gurugram-cit-r10,780,780: New Delhi Railway Station Gate Number 2 => Indira Gandhi International Airport T2,3
gurugram-gurugram-cit-r11,621,621: Mori Gate -> Poorvanchal Hostel,3
gurugram-gurugram-cit-r12,66,66 (1),3
gurugram-gurugram-cit-r13,578,578: Najafgarh → Safdarjung Terminal,3
gurugram-gurugram-cit-r14,717,717: Badarpur Border -> Shahbad Mohammadpur,3
gurugram-gurugram-cit-r15,539,539: -> Mehrauli Terminal,3
gurugram-gurugram-cit-r16,727,727: Jawaharlal Nehru Stadium => Dwarka Mor Metro Station,3
gurugram-gurugram-cit-r17,727,727: Dwarka Mor Metro Station => Jawaharlal Nehru Stadium,3
gurugram-gurugram-cit-r18,545,545 (2),3
gurugram-gurugram-cit-r19,66,66 (2),3
gurugram-gurugram-cit-r20,774,774: Badarpur Border -> Dwarka Sector 10 Metro Station,3
gurugram-gurugram-cit-r21,BPG,BPG: Gurgaon -> Badarpur,3
gurugram-gurugram-cit-r22,717A,717A: Kapashera Border -> Badarpur Border,3
gurugram-gurugram-cit-r23,717,717,3
gurugram-gurugram-cit-r24,(+) OMS,(+) Outer Mudrika Service: Uttam Nagar Terminal,3
gurugram-gurugram-cit-r25,717A,717A: Badarpur Border -> Kapashera Border,3
gurugram-gurugram-cit-r26,774,774: Dwarka Sector 10 Metro Station => Badarpur Border,3
gurugram-gurugram-cit-r27,(-) OMS,(-) Outer Mudrika Service: Uttam Nagar Terminal,3
gurugram-gurugram-cit-r28,743,743: Lajpat Nagar -> Dwarka Sector 21 Metro Station,3
gurugram-gurugram-cit-r29,781,781: Dwarka Sector 16C => New Delhi Railway Station Gate Number 2,3
gurugram-gurugram-cit-r30,Gurgaon → Anand Viha,Gurgaon → Anand Vihar ISBT,3
gurugram-gurugram-cit-r31,Anand Vihar ISBT → G,Anand Vihar ISBT → Gurgaon,3
gurugram-gurugram-cit-r32,BPG,BPG: Badarpur -> Gurgaon,3
gurugram-gurugram-cit-r33,729,729: Mori Gate Terminal → Kapashera Border,3
gurugram-gurugram-cit-r34,729,729: Kapashera Border → Mori Gate Terminal,3
gurugram-gurugram-cit-r35,GS-106,GS-106: JNU -> Chhattarpur Metro,3
