trip_id,arrival_time,departure_time,stop_id,stop_sequence
L2_d0,06:00:00,06:00:00,HZ001,1
L2_d0,07:04:00,07:04:00,HZ033,33
L2_d1,06:00:00,06:00:00,HZ033,1
L2_d1,07:04:00,07:04:00,HZ001,33
L3_d0,06:00:00,06:00:00,HZ034,1
L3_d0,06:54:00,06:54:00,HZ060,28
L4_d0,06:00:00,06:00:00,HZ061,1
L4_d0,07:02:00,07:02:00,HZ089,32
L6_d0,06:00:00,06:00:00,HZ090,1
L6_d0,06:48:00,06:48:00,HZ111,25
L7_d0,06:00:00,06:00:00,HZ112,1
L7_d0,06:46:00,06:46:00,HZ132,24
L8_d0,06:00:00,06:00:00,HZ133,1
L8_d0,06:16:00,06:16:00,HZ140,9
L9_d0,06:00:00,06:00:00,HZ141,1
L9_d0,06:36:00,06:36:00,HZ129,19
L10_d0,06:00:00,06:00:00,HZ157,1
L10_d0,06:22:00,06:22:00,HZ050,12
L16_d0,06:00:00,06:00:00,HZ166,1
L16_d0,06:22:00,06:22:00,HZ177,12
L19_d0,06:00:00,06:00:00,HZ118,1
L19_d0,06:32:00,06:32:00,HZ187,17
