route_id,route_short_name,route_long_name,route_type
SM_02,02,Nossa Senhora da Vitória x Teotônio Vilela,3
SM_03,03,Condomínio Sol e Mar x Basílio,3
SM_05,05,Hernani Sá x Iguape,3
SM_07,07,Terminal Urbano x Morada do Bosque,3
SM_10,10,Nelson Costa x Teotônio Vilela,3
SM_12,12,Condomínio Sol e Mar x Residencial Vilela,3
SM_13,13,Condomínio Sol e Mar x Iguape,3
SM_15,15,Residencial Vilela x Conquista,3
SM_16,16,Condomínio Sol e Mar x Conquista,3
SM_17,17,Iguape x Conquista,3
SM_23,23,Teotônio Vilela x Olivença,3
SM_24,24,Terminal Urbano x Banco da Vitória,3
SM_27,27,Terminal Urbano x Salobrinho / Atacadão,3
SM_29,29,Nossa Senhora da Vitória x Iguape,3
SM_32,32,Nelson Costa x Iguape,3
SM_33,33,Teotônio Vilela x Acuípe / Olivença,3
SM_42,42,Iguape x Teotônio Vilela,3
SM_43,43,Hernani Sá x Residencial Vilela,3
SM_60,60,Terminal Urbano x São Miguel,3
SM_61,61,São Domingos x Olivença,3
SM_63,63,Teotônio Vilela x Olivença,3
SM_69,69,Terminal Urbano x Joia do Atlântico,3
