route_id,route_short_name,route_long_name,route_type
8800,8800,Biguaçu / Palhoça (Via BR-101),3
2200,2200,Floresta (Via Av. Central do Kobrasol),3
9900,9900,Dona Adélia,3
10000,10000,Bom Viver,3
10200,10200,Bairro São Pedro,3
10300,10300,Armação da Piedade / Florianópolis,3
10400,10400,Bairro Ipiranga,3
10500,10500,Antônio Carlos / Florianópolis,3
10900,10900,São Miguel / Estiva,3
11300,11300,Jardim Zanelato,3
11302,11302,Araucária,3
12400,12400,Shopping Itaguaçu,3
14600,14600,Catarina,3
43100,43100,Bela Vista,3
43300,43300,Palmas / Florianópolis,3
43400,43400,Jardim Janaína,3
43402,43402,Dona Wanda,3
44300,44300,Saudade,3
44600,44600,Governador Celso Ramos / Florianópolis,3
44800,44800,"Três Riachos / Florianópolis (Via BR-101, Estreito)",3
54600,54600,Gov. Celso Ramos - Biguaçu,3
76400,76400,Fundos,3
84500,84500,Avenida das Torres,3
90800,90800,Diretão,3
90900,90900,Circular Barreiros,3
900056,900056,"Bom Viver / Biguaçu (Via Bairro Janaína, Praia João Rosa e UPA)",3
