route_id,service_id,trip_id,trip_headsign
varanasi-indian-railw-r1,daily,varanasi-indian-railw-r1-1d0-t1,Varanasi-Jaunpur-Ayodhya-Barabanki railway line
varanasi-indian-railw-r1,daily,varanasi-indian-railw-r1-1d0-t2,Varanasi-Jaunpur-Ayodhya-Barabanki railway line
varanasi-indian-railw-r1,daily,varanasi-indian-railw-r1-1d0-t3,Varanasi-Jaunpur-Ayodhya-Barabanki railway line
varanasi-indian-railw-r1,daily,varanasi-indian-railw-r1-1d0-t4,Varanasi-Jaunpur-Ayodhya-Barabanki railway line
varanasi-indian-railw-r1,daily,varanasi-indian-railw-r1-1d0-t5,Varanasi-Jaunpur-Ayodhya-Barabanki railway line
varanasi-indian-railw-r1,daily,varanasi-indian-railw-r1-1d1-t1,Varanasi-Jaunpur-Ayodhya-Barabanki railway line
varanasi-indian-railw-r1,daily,varanasi-indian-railw-r1-1d1-t2,Varanasi-Jaunpur-Ayodhya-Barabanki railway line
varanasi-indian-railw-r1,daily,varanasi-indian-railw-r1-1d1-t3,Varanasi-Jaunpur-Ayodhya-Barabanki railway line
varanasi-indian-railw-r1,daily,varanasi-indian-railw-r1-1d1-t4,Varanasi-Jaunpur-Ayodhya-Barabanki railway line
varanasi-indian-railw-r1,daily,varanasi-indian-railw-r1-1d1-t5,Varanasi-Jaunpur-Ayodhya-Barabanki railway line
varanasi-indian-railw-r2,daily,varanasi-indian-railw-r2-2d0-t1,Varanasi - Kanpur line
varanasi-indian-railw-r2,daily,varanasi-indian-railw-r2-2d0-t2,Varanasi - Kanpur line
varanasi-indian-railw-r2,daily,varanasi-indian-railw-r2-2d0-t3,Varanasi - Kanpur line
varanasi-indian-railw-r2,daily,varanasi-indian-railw-r2-2d0-t4,Varanasi - Kanpur line
varanasi-indian-railw-r2,daily,varanasi-indian-railw-r2-2d0-t5,Varanasi - Kanpur line
varanasi-indian-railw-r2,daily,varanasi-indian-railw-r2-2d1-t1,Varanasi - Kanpur line
varanasi-indian-railw-r2,daily,varanasi-indian-railw-r2-2d1-t2,Varanasi - Kanpur line
varanasi-indian-railw-r2,daily,varanasi-indian-railw-r2-2d1-t3,Varanasi - Kanpur line
varanasi-indian-railw-r2,daily,varanasi-indian-railw-r2-2d1-t4,Varanasi - Kanpur line
varanasi-indian-railw-r2,daily,varanasi-indian-railw-r2-2d1-t5,Varanasi - Kanpur line
varanasi-indian-railw-r3,daily,varanasi-indian-railw-r3-3d0-t1,Varanasi-Allahabad line
varanasi-indian-railw-r3,daily,varanasi-indian-railw-r3-3d0-t2,Varanasi-Allahabad line
varanasi-indian-railw-r3,daily,varanasi-indian-railw-r3-3d0-t3,Varanasi-Allahabad line
varanasi-indian-railw-r3,daily,varanasi-indian-railw-r3-3d0-t4,Varanasi-Allahabad line
varanasi-indian-railw-r3,daily,varanasi-indian-railw-r3-3d0-t5,Varanasi-Allahabad line
varanasi-indian-railw-r3,daily,varanasi-indian-railw-r3-3d1-t1,Varanasi-Allahabad line
varanasi-indian-railw-r3,daily,varanasi-indian-railw-r3-3d1-t2,Varanasi-Allahabad line
varanasi-indian-railw-r3,daily,varanasi-indian-railw-r3-3d1-t3,Varanasi-Allahabad line
varanasi-indian-railw-r3,daily,varanasi-indian-railw-r3-3d1-t4,Varanasi-Allahabad line
varanasi-indian-railw-r3,daily,varanasi-indian-railw-r3-3d1-t5,Varanasi-Allahabad line
varanasi-indian-railw-r4,daily,varanasi-indian-railw-r4-4d0-t1,Varanasi-Sultanpur-Lucknow Line
varanasi-indian-railw-r4,daily,varanasi-indian-railw-r4-4d0-t2,Varanasi-Sultanpur-Lucknow Line
varanasi-indian-railw-r4,daily,varanasi-indian-railw-r4-4d0-t3,Varanasi-Sultanpur-Lucknow Line
