route_id,route_short_name,route_long_name,route_type
L5,L5,Gare Casa-Port - Terminus Riad El Oulfa 3,3
L22,L22,Place Maréchal - Mandarouna,3
L23,L23,Cinéma Rif - Mansouria,3
L33,L33,Place Concorde - Anassi,3
L43,L43,Hôpital Sofi - Doha,3
L60,L60,Hôpital Sofi - Jamila,3
L62,L62,Hôpital Sofi - Lahraouienne (El Fadl),3
L67,L67,Hôpital Sofi - Ouad Dahab,3
L82,L82,Sakani - Place Concorde,3
L312,L312,Nouaceur (Zaouia) - Sbata Jamila,3
L900,L900,Sidi Belyout (Casa-Port) - Rachidia (Mohammedia),3
