route_id,route_short_name,route_long_name,route_type
541I,541I,Nova Iguacu / Pavuna (Via Light),3
561I,561I,Pavuna / Santa Rita (Via Ponto Chic),3
564I,564I,Santa Rita / Pavuna (Direta),3
714I,714I,Barro Vermelho / Ponto Chic,3
716L,716L,Santa Rita / Pavuna,3
553I,553I,Bairro Santa Maria / Pavuna,3
552I,552I,Santa Maria / Pavuna,3
518B,518B,Central / Nova Aurora (Via Andrade Araujo),3
1518B,1518B,Central / Nova Aurora (Via Andrade Araujo),3
520B,520B,Central / Sao Francisco,3
524B,524B,Central / Nova Aurora (Via Heliopolis),3
523B,523B,Central / Sargento Roncali (Via Parque Sao Vicente),3
526B,526B,Central / Itaipu,3
124B,124B,Central / Nilopolis (Via Parada de Lucas),3
