route_id,route_short_name,route_long_name,route_type
R0500,0500,T. Vila Velha / T. Itacibá Via 3ª Ponte,3
R0502,0502,T.Laranjeiras / T.Itacibá Via T.S.Torquato E T.J.América,3
R0503,0503,T. Laranjeiras / T. Vila Velha Via Reta Da Penha/Lindenberg,3
R0504,0504,T. Jacaraipe / T. Itacibá Via Reta Da Penha,3
R0507,0507,T. Laranjeiras / T. Ibes Via Reta Da Penha / 3ª Ponte,3
R0511,0511,T.Carapina / T. Campo Grande Via Expedito Garcia,3
R0552,0552,T. Campo Grande / T. Itaparica Via Leste-Oeste,3
R0801,0801,T. Laranjeiras / T. Carapina Via Valparaiso/Jardim Limoeiro,3
R0010,0010,Nova Palestina / Fradinhos,3
R0031,0031,Ilha Do Príncipe / São Benedito Via Shopping Vitória,3
R0071,0071,São Pedro / Maruípe / Centro,3
R0122,0122,Maria Ortiz / Rodoviária Via Av. Vitória,3
