route_id,route_short_name,route_long_name,route_type
001,001,Coroado / Alvorada,3
002,002,Coroado / Japiim (via Centro),3
004,004,Japiim / Centro (via Educandos),3
007,007,Integracao / UFAM,3
008,008,Compensa / Terminal 5,3
010,010,Educandos / Augusto Montenegro,3
013,013,Compensa / Cachoeirinha,3
014,014,Terminal 3 / Compensa (via Aleixo),3
028,028,Viver Melhor / Terminal 3,3
034,034,Shopping Via Norte / Terminal 3,3
041,041,Viver Melhor / Terminal 4 (Nova Cidade),3
052,052,Cidade de Deus / Terminal 3,3
062,062,Terminal 4 / Jorge Teixeira,3
069,069,Terminal 4 / Cidade de Deus,3
072,072,Terminal 5 / Colina do Aleixo,3
080,080,Terminal 5 / Armando Mendes,3
085,085,Terminal 5 / Colonia Antonio Aleixo,3
086,086,Terminal 5 / Puraquequara,3
092,092,Terminal 5 / Terminal 4 (Tancredo Neves),3
100,100,Sao Raimundo / Parque 10,3
101,101,Sao Raimundo / Centro,3
102,102,Sao Jorge / Praca da Saudade,3
111,111,Santo Antonio / Centro,3
116,116,Compensa / Praca da Saudade,3
120,120,Ponta Negra / Centro,3
125,125,Campus UFAM / Praca da Saudade,3
129,129,Transportuaria / Cachoeirinha,3
