route_id,route_short_name,route_long_name,route_type
jaipur-jctsl-r1,7,Bus 7: Khirni Fatak - Transport Nagar,3
jaipur-jctsl-r2,14,14: Chomu Pulia => Bassi,3
jaipur-jctsl-r3,7,Bus 7: Transport Nagar - Khirni Phatak,3
jaipur-jctsl-r4,14,14: Bassi => Chomu pulia,3
jaipur-jctsl-r5,26,Bagru to Chandpole,3
jaipur-jctsl-r6,26,Chandpole to Bagru,3
jaipur-jctsl-r7,3,Bus 3: Dwarkapuri - Transport Nagar,3
jaipur-jctsl-r8,3,Bus 3: Transport Nagar - Dwarkapuri,3
jaipur-jctsl-r9,3A,Bus 3A: Sanganer - Choti Chaupar,3
jaipur-jctsl-r10,3A,Bus 3A: Choti Chaupar - Sanganer,3
jaipur-jctsl-r11,1 Mini/1,Galta Gate to Todi,3
jaipur-jctsl-r12,1 Mini/1,Todi to Galta Gate,3
jaipur-jctsl-r13,3B,3B: Pannadhaya Circle => Kunda,3
jaipur-jctsl-r14,3B,3B: Kunda => Pannadhaya Circle,3
jaipur-jctsl-r15,3C,Mahatma Gandhi to Ajmeri Gate,3
jaipur-jctsl-r16,3C,Ajmeri Gate to Mahatma Gandhi,3
jaipur-jctsl-r17,6A,Bus 6A: Airport - Kirni Fatak,3
jaipur-jctsl-r18,6A,Bus 6A: Kirni Fatak - Airport,3
