trip_id,arrival_time,departure_time,stop_id,stop_sequence
L1_d0,05:45:00,05:45:30,stn_devyatkino,1
L1_d0,05:47:30,05:48:00,stn_grazhdansky_prospekt,2
L1_d0,05:50:00,05:50:30,stn_akademicheskaya,3
L1_d0,05:52:30,05:53:00,stn_politekhnicheskaya,4
L1_d0,05:55:00,05:55:30,stn_ploschad_muzhestva,5
L1_d0,05:57:30,05:58:00,stn_lesnaya,6
L1_d0,06:00:00,06:00:30,stn_vyborgskaya,7
L1_d0,06:02:30,06:03:00,stn_ploshchad_lenina,8
L1_d0,06:05:00,06:05:30,stn_chernyshevskaya,9
L1_d0,06:07:30,06:08:00,stn_ploshchad_vosstaniya,10
L1_d0,06:10:00,06:10:30,stn_vladimirskaya,11
L1_d0,06:12:30,06:13:00,stn_pushkinskaya,12
L1_d0,06:15:00,06:15:30,stn_tekhnologichesky_institut,13
L1_d0,06:17:30,06:18:00,stn_baltiyskaya,14
L1_d0,06:20:00,06:20:30,stn_narvskaya,15
L1_d0,06:22:30,06:23:00,stn_kirovsky_zavod,16
L1_d0,06:25:00,06:25:30,stn_avtovo,17
L1_d0,06:27:30,06:28:00,stn_leninsky_prospekt,18
L1_d0,06:30:00,06:30:30,stn_prospekt_veteranov,19
L1_d1,05:45:00,05:45:30,stn_prospekt_veteranov,1
L1_d1,05:47:30,05:48:00,stn_leninsky_prospekt,2
L1_d1,05:50:00,05:50:30,stn_avtovo,3
L1_d1,05:52:30,05:53:00,stn_kirovsky_zavod,4
L1_d1,05:55:00,05:55:30,stn_narvskaya,5
L1_d1,05:57:30,05:58:00,stn_baltiyskaya,6
L1_d1,06:00:00,06:00:30,stn_tekhnologichesky_institut,7
L1_d1,06:02:30,06:03:00,stn_pushkinskaya,8
L1_d1,06:05:00,06:05:30,stn_vladimirskaya,9
L1_d1,06:07:30,06:08:00,stn_ploshchad_vosstaniya,10
L1_d1,06:10:00,06:10:30,stn_chernyshevskaya,11
L1_d1,06:12:30,06:13:00,stn_ploshchad_lenina,12
L1_d1,06:15:00,06:15:30,stn_vyborgskaya,13
L1_d1,06:17:30,06:18:00,stn_lesnaya,14
L1_d1,06:20:00,06:20:30,stn_ploschad_muzhestva,15
L1_d1,06:22:30,06:23:00,stn_politekhnicheskaya,16
L1_d1,06:25:00,06:25:30,stn_akademicheskaya,17
L1_d1,06:27:30,06:28:00,stn_grazhdansky_prospekt,18
L1_d1,06:30:00,06:30:30,stn_devyatkino,19
L2_d0,05:45:00,05:45:30,stn_parnas,1
L2_d0,05:47:30,05:48:00,stn_prospekt_prosvescheniya,2
L2_d0,05:50:00,05:50:30,stn_ozerki,3
L2_d0,05:52:30,05:53:00,stn_udelnaya,4
L2_d0,05:55:00,05:55:30,stn_pionerskaya,5
L2_d0,05:57:30,05:58:00,stn_chornaya_rechka,6
L2_d0,06:00:00,06:00:30,stn_petrogradskaya,7
L2_d0,06:02:30,06:03:00,stn_gorkovskaya,8
L2_d0,06:05:00,06:05:30,stn_nevsky_prospekt,9
L2_d0,06:07:30,06:08:00,stn_sennaya_ploshchad,10
L2_d0,06:10:00,06:10:30,stn_tekhnologichesky_institut,11
L2_d0,06:12:30,06:13:00,stn_frunzenskaya,12
L2_d0,06:15:00,06:15:30,stn_moskovskiye_vorota,13
L2_d0,06:17:30,06:18:00,stn_elektrosila,14
L2_d0,06:20:00,06:20:30,stn_park_pobedy,15
L2_d0,06:22:30,06:23:00,stn_moskovskaya,16
L2_d0,06:25:00,06:25:30,stn_zvyozdnaya,17
L2_d0,06:27:30,06:28:00,stn_kupchino,18
L2_d1,05:45:00,05:45:30,stn_kupchino,1
L2_d1,05:47:30,05:48:00,stn_zvyozdnaya,2
L2_d1,05:50:00,05:50:30,stn_moskovskaya,3
L2_d1,05:52:30,05:53:00,stn_park_pobedy,4
L2_d1,05:55:00,05:55:30,stn_elektrosila,5
L2_d1,05:57:30,05:58:00,stn_moskovskiye_vorota,6
L2_d1,06:00:00,06:00:30,stn_frunzenskaya,7
L2_d1,06:02:30,06:03:00,stn_tekhnologichesky_institut,8
L2_d1,06:05:00,06:05:30,stn_sennaya_ploshchad,9
L2_d1,06:07:30,06:08:00,stn_nevsky_prospekt,10
L2_d1,06:10:00,06:10:30,stn_gorkovskaya,11
L2_d1,06:12:30,06:13:00,stn_petrogradskaya,12
L2_d1,06:15:00,06:15:30,stn_chornaya_rechka,13
L2_d1,06:17:30,06:18:00,stn_pionerskaya,14
L2_d1,06:20:00,06:20:30,stn_udelnaya,15
L2_d1,06:22:30,06:23:00,stn_ozerki,16
L2_d1,06:25:00,06:25:30,stn_prospekt_prosvescheniya,17
L2_d1,06:27:30,06:28:00,stn_parnas,18
L3_d0,05:45:00,05:45:30,stn_begovaya,1
L3_d0,05:47:30,05:48:00,stn_zenit,2
L3_d0,05:50:00,05:50:30,stn_primorskaya,3
L3_d0,05:52:30,05:53:00,stn_vasileostrovskaya,4
L3_d0,05:55:00,05:55:30,stn_gostiny_dvor,5
L3_d0,05:57:30,05:58:00,stn_mayakovskaya,6
L3_d0,06:00:00,06:00:30,stn_ploshchad_alexandra_nevskogo_i,7
L3_d0,06:02:30,06:03:00,stn_yelizarovskaya,8
L3_d0,06:05:00,06:05:30,stn_lomonosovskaya,9
L3_d0,06:07:30,06:08:00,stn_proletarskaya,10
L3_d0,06:10:00,06:10:30,stn_obukhovo,11
L3_d0,06:12:30,06:13:00,stn_rybatskoye,12
L3_d1,05:45:00,05:45:30,stn_rybatskoye,1
L3_d1,05:47:30,05:48:00,stn_obukhovo,2
L3_d1,05:50:00,05:50:30,stn_proletarskaya,3
L3_d1,05:52:30,05:53:00,stn_lomonosovskaya,4
L3_d1,05:55:00,05:55:30,stn_yelizarovskaya,5
L3_d1,05:57:30,05:58:00,stn_ploshchad_alexandra_nevskogo_i,6
L3_d1,06:00:00,06:00:30,stn_mayakovskaya,7
L3_d1,06:02:30,06:03:00,stn_gostiny_dvor,8
L3_d1,06:05:00,06:05:30,stn_vasileostrovskaya,9
L3_d1,06:07:30,06:08:00,stn_primorskaya,10
L3_d1,06:10:00,06:10:30,stn_zenit,11
L3_d1,06:12:30,06:13:00,stn_begovaya,12
L4_d0,05:45:00,05:45:30,stn_gorny_institut,1
L4_d0,05:47:30,05:48:00,stn_teatralnaya,2
L4_d0,05:50:00,05:50:30,stn_spasskaya,3
L4_d0,05:52:30,05:53:00,stn_dostoyevskaya,4
L4_d0,05:55:00,05:55:30,stn_ligovsky_prospekt,5
L4_d0,05:57:30,05:58:00,stn_ploshchad_alexandra_nevskogo_ii,6
L4_d0,06:00:00,06:00:30,stn_novocherkasskaya,7
L4_d0,06:02:30,06:03:00,stn_ladozhskaya,8
L4_d0,06:05:00,06:05:30,stn_prospekt_bolshevikov,9
L4_d0,06:07:30,06:08:00,stn_ulitsa_dybenko,10
L4_d1,05:45:00,05:45:30,stn_ulitsa_dybenko,1
L4_d1,05:47:30,05:48:00,stn_prospekt_bolshevikov,2
