stop_id,stop_name,stop_lat,stop_lon
T_OESTE,Terminal Oeste (Rodoviária),-24.956,-53.483
T_LESTE,Terminal Leste (Gramado),-24.947,-53.438
T_NORDESTE,Terminal Nordeste (Ceasa),-24.933,-53.447
T_SUDOESTE,Terminal Sudoeste (Detran),-24.982,-53.462
CENTRO,Centro Cascavel,-24.9556,-53.458
B_SAOJOAO,São João,-24.976,-53.436
B_CATARATAS,Cataratas,-24.988,-53.49
B_LAGOAZUL,Lago Azul,-24.92,-53.495
B_CORBELIA,Rua Corbélia,-24.927,-53.46
B_MORUMBI,Morumbi,-25.01,-53.498
B_SAOFRAN,São Francisco,-24.964,-53.47
B_BELAVISTA,Bela Vista,-24.95,-53.498
B_FLORESTA,Floresta,-24.935,-53.49
B_COLONIAL,Colonial (Brasmadeira),-24.915,-53.46
B_RIVIERA,Riviera,-24.925,-53.43
B_MELISSA,Melissa II,-24.91,-53.44
B_INTERLAGOS,Interlagos,-24.905,-53.455
B_TARUMA,Tarumã,-24.92,-53.42
B_GRALHA,Gralha Azul,-24.908,-53.465
B_CANADA,Canadá,-24.97,-53.5
B_CANCELLI,Cancelli,-24.98,-53.475
B_CLAUDETE,Claudete,-24.975,-53.455
B_MORADAS,Moradas Cascavel,-25.005,-53.47
B_TROPICAL,Tropical,-24.96,-53.505
B_SANTONOFRE,Santo Onofre,-24.97,-53.48
B_SANTACRUZ,Santa Cruz,-24.975,-53.485
B_PAULOGODOY,Paulo Godoy,-24.99,-53.465
B_MANAUS,Vila Manaus,-24.94,-53.465
B_SAOCRIST,São Cristóvão,-24.942,-53.43
B_UPA2,UPA II Veneza,-24.955,-53.42
