route_id,route_short_name,route_long_name,route_type
001,001,Terminal Leste / Terminal Oeste,3
003,003,Terminal Leste / Terminal Nordeste via UPA II,3
004,004,Terminal Leste / Terminal Nordeste via São Cristóvão,3
005,005,Terminal Nordeste / Terminal Oeste,3
007,007,Terminal Nordeste / Terminal Sudoeste,3
030,030,São João,3
040,040,Cataratas,3
050,050,Lago Azul,3
051,051,Rua Corbélia,3
060,060,Morumbi,3
070,070,São Francisco,3
080,080,Bela Vista,3
090,090,Floresta,3
091,091,Colonial via Brasmadeira,3
094,094,Riviera,3
105,105,Melissa II,3
110,110,Interlagos,3
120,120,Tarumã,3
125,125,Gralha Azul,3
130,130,Canadá,3
135,135,Cancelli,3
140,140,Claudete,3
145,145,Moradas Cascavel,3
155,155,Tropical,3
160,160,Terminal Oeste / Terminal Sudoeste via Santo Onofre,3
170,170,Terminal Oeste / Terminal Sudoeste via Santa Cruz,3
175,175,Paulo Godoy,3
191,191,Terminal Nordeste / Terminal Oeste via Manaus,3
