trip_id,arrival_time,departure_time,stop_id,stop_sequence
kalaburagi-central-rail-r1-1d0-t1,06:00:00,06:00:00,kalaburagi-13.00015-77.64090,1
kalaburagi-central-rail-r1-1d0-t1,06:01:10,06:01:10,kalaburagi-12.99973-77.64126,2
kalaburagi-central-rail-r1-1d0-t1,06:19:17,06:19:17,kalaburagi-13.10447-77.59206,3
kalaburagi-central-rail-r1-1d0-t1,06:20:27,06:20:27,kalaburagi-13.10403-77.59214,4
kalaburagi-central-rail-r1-1d0-t1,10:25:09,10:25:09,kalaburagi-14.68640-77.59486,5
kalaburagi-central-rail-r1-1d0-t1,11:47:51,11:47:51,kalaburagi-15.17330-77.36954,6
kalaburagi-central-rail-r1-1d0-t1,11:49:01,11:49:01,kalaburagi-15.17464-77.36716,7
kalaburagi-central-rail-r1-1d0-t1,13:48:42,13:48:42,kalaburagi-15.94462-77.29795,8
kalaburagi-central-rail-r1-1d0-t1,14:27:59,14:27:59,kalaburagi-16.19372-77.33945,9
kalaburagi-central-rail-r1-1d0-t1,14:29:09,14:29:09,kalaburagi-16.19330-77.33938,10
kalaburagi-central-rail-r1-1d0-t1,16:00:02,16:00:02,kalaburagi-16.74415-77.12976,11
kalaburagi-central-rail-r1-1d0-t1,17:39:18,17:39:18,kalaburagi-17.31470-76.82487,12
kalaburagi-central-rail-r1-1d0-t2,08:00:00,08:00:00,kalaburagi-13.00015-77.64090,1
kalaburagi-central-rail-r1-1d0-t2,08:01:10,08:01:10,kalaburagi-12.99973-77.64126,2
kalaburagi-central-rail-r1-1d0-t2,08:19:17,08:19:17,kalaburagi-13.10447-77.59206,3
kalaburagi-central-rail-r1-1d0-t2,08:20:27,08:20:27,kalaburagi-13.10403-77.59214,4
kalaburagi-central-rail-r1-1d0-t2,12:25:09,12:25:09,kalaburagi-14.68640-77.59486,5
kalaburagi-central-rail-r1-1d0-t2,13:47:51,13:47:51,kalaburagi-15.17330-77.36954,6
kalaburagi-central-rail-r1-1d0-t2,13:49:01,13:49:01,kalaburagi-15.17464-77.36716,7
kalaburagi-central-rail-r1-1d0-t2,15:48:42,15:48:42,kalaburagi-15.94462-77.29795,8
kalaburagi-central-rail-r1-1d0-t2,16:27:59,16:27:59,kalaburagi-16.19372-77.33945,9
kalaburagi-central-rail-r1-1d0-t2,16:29:09,16:29:09,kalaburagi-16.19330-77.33938,10
kalaburagi-central-rail-r1-1d0-t2,18:00:02,18:00:02,kalaburagi-16.74415-77.12976,11
kalaburagi-central-rail-r1-1d0-t2,19:39:18,19:39:18,kalaburagi-17.31470-76.82487,12
kalaburagi-central-rail-r1-1d0-t3,12:00:00,12:00:00,kalaburagi-13.00015-77.64090,1
kalaburagi-central-rail-r1-1d0-t3,12:01:10,12:01:10,kalaburagi-12.99973-77.64126,2
kalaburagi-central-rail-r1-1d0-t3,12:19:17,12:19:17,kalaburagi-13.10447-77.59206,3
kalaburagi-central-rail-r1-1d0-t3,12:20:27,12:20:27,kalaburagi-13.10403-77.59214,4
kalaburagi-central-rail-r1-1d0-t3,16:25:09,16:25:09,kalaburagi-14.68640-77.59486,5
kalaburagi-central-rail-r1-1d0-t3,17:47:51,17:47:51,kalaburagi-15.17330-77.36954,6
kalaburagi-central-rail-r1-1d0-t3,17:49:01,17:49:01,kalaburagi-15.17464-77.36716,7
kalaburagi-central-rail-r1-1d0-t3,19:48:42,19:48:42,kalaburagi-15.94462-77.29795,8
kalaburagi-central-rail-r1-1d0-t3,20:27:59,20:27:59,kalaburagi-16.19372-77.33945,9
kalaburagi-central-rail-r1-1d0-t3,20:29:09,20:29:09,kalaburagi-16.19330-77.33938,10
kalaburagi-central-rail-r1-1d0-t3,22:00:02,22:00:02,kalaburagi-16.74415-77.12976,11
kalaburagi-central-rail-r1-1d0-t3,23:39:18,23:39:18,kalaburagi-17.31470-76.82487,12
kalaburagi-central-rail-r1-1d0-t4,17:00:00,17:00:00,kalaburagi-13.00015-77.64090,1
kalaburagi-central-rail-r1-1d0-t4,17:01:10,17:01:10,kalaburagi-12.99973-77.64126,2
kalaburagi-central-rail-r1-1d0-t4,17:19:17,17:19:17,kalaburagi-13.10447-77.59206,3
kalaburagi-central-rail-r1-1d0-t4,17:20:27,17:20:27,kalaburagi-13.10403-77.59214,4
kalaburagi-central-rail-r1-1d0-t4,21:25:09,21:25:09,kalaburagi-14.68640-77.59486,5
kalaburagi-central-rail-r1-1d0-t4,22:47:51,22:47:51,kalaburagi-15.17330-77.36954,6
kalaburagi-central-rail-r1-1d0-t4,22:49:01,22:49:01,kalaburagi-15.17464-77.36716,7
kalaburagi-central-rail-r1-1d0-t4,24:48:42,24:48:42,kalaburagi-15.94462-77.29795,8
kalaburagi-central-rail-r1-1d0-t4,25:27:59,25:27:59,kalaburagi-16.19372-77.33945,9
kalaburagi-central-rail-r1-1d0-t4,25:29:09,25:29:09,kalaburagi-16.19330-77.33938,10
kalaburagi-central-rail-r1-1d0-t4,27:00:02,27:00:02,kalaburagi-16.74415-77.12976,11
kalaburagi-central-rail-r1-1d0-t4,28:39:18,28:39:18,kalaburagi-17.31470-76.82487,12
kalaburagi-central-rail-r1-1d0-t5,20:00:00,20:00:00,kalaburagi-13.00015-77.64090,1
kalaburagi-central-rail-r1-1d0-t5,20:01:10,20:01:10,kalaburagi-12.99973-77.64126,2
kalaburagi-central-rail-r1-1d0-t5,20:19:17,20:19:17,kalaburagi-13.10447-77.59206,3
kalaburagi-central-rail-r1-1d0-t5,20:20:27,20:20:27,kalaburagi-13.10403-77.59214,4
kalaburagi-central-rail-r1-1d0-t5,24:25:09,24:25:09,kalaburagi-14.68640-77.59486,5
kalaburagi-central-rail-r1-1d0-t5,25:47:51,25:47:51,kalaburagi-15.17330-77.36954,6
kalaburagi-central-rail-r1-1d0-t5,25:49:01,25:49:01,kalaburagi-15.17464-77.36716,7
kalaburagi-central-rail-r1-1d0-t5,27:48:42,27:48:42,kalaburagi-15.94462-77.29795,8
kalaburagi-central-rail-r1-1d0-t5,28:27:59,28:27:59,kalaburagi-16.19372-77.33945,9
kalaburagi-central-rail-r1-1d0-t5,28:29:09,28:29:09,kalaburagi-16.19330-77.33938,10
kalaburagi-central-rail-r1-1d0-t5,30:00:02,30:00:02,kalaburagi-16.74415-77.12976,11
kalaburagi-central-rail-r1-1d0-t5,31:39:18,31:39:18,kalaburagi-17.31470-76.82487,12
kalaburagi-central-rail-r1-1d1-t1,06:00:00,06:00:00,kalaburagi-17.31470-76.82487,1
kalaburagi-central-rail-r1-1d1-t1,07:39:16,07:39:16,kalaburagi-16.74415-77.12976,2
