route_id,route_short_name,route_long_name,route_type
7,Alcalde Díaz-Ciudad Bolivar-Estación Los Andes,Alcalde Díaz-Ciudad Bolivar-Estación Los Andes,3
8,Estación Los Andes-Alcalde Díaz-Ciudad Bolivar,Estación Los Andes-Alcalde Díaz-Ciudad Bolivar,3
20,Estación Marañon-Autopista-Corredor Norte-Chilibre,Estación Marañon-Autopista-Corredor Norte-Chilibre,3
73,Estación San Isidro-Estación La Cabima,Estación San Isidro-Estación La Cabima,3
78,Los Andes,Los Andes,3
131,Estación Marañon-Corredor Norte-Torrijos Carter,Estación Marañon-Corredor Norte-Torrijos Carter,3
142,Veranillo-Puente El Balboa,Veranillo-Puente El Balboa,3
162,Costa del Este-Corredor Sur-La Doña,Costa del Este-Corredor Sur-La Doña,3
165,165,Concepción-Circuito Interno,3
226,Mañanitas-Corredor Sur-Albrook,Mañanitas-Corredor Sur-Albrook,3
227,Albrook-Corredor Sur-Mañanitas,Albrook-Corredor Sur-Mañanitas,3
248,Albrook-Corredor Sur-Parque Real,Albrook-Corredor Sur-Parque Real,3
260,Pedregal-Estación Los Pueblos,Pedregal-Estación Los Pueblos,3
284,San Joaquin Interna,San Joaquin Interna,3
289,San Pedro Interna,San Pedro Interna,3
325,Costa del Este-Corredor Sur-Albrook,Costa del Este-Corredor Sur-Albrook,3
326,JJ Vallarino-Corredor Sur-Estación Marañon,JJ Vallarino-Corredor Sur-Estación Marañon,3
328,Estación Marañon-Calle 12-Avenida B,Estación Marañon-Calle 12-Avenida B,3
333,Est. Iglesia del Carmen-Universidad de Panama-Caja del Seguro,Est. Iglesia del Carmen-Universidad de Panama-Caja del Seguro Social,3
334,Estación Vía Argentina-Punta Pacífica,Estación Vía Argentina-Punta Pacífica,3
337,Marañon-Albrook,Marañon-Albrook,3
341,Marañon-Av Roosvelt-T Balboa-Av Martires,Marañon-Av Roosvelt-T Balboa-Av Martires,3
344,La Doña-Corredor Norte-Estación San Isidro,La Doña-Corredor Norte-Estación San Isidro,3
345,La Doña-Corredor Norte-Estación San Isidro (Bahía E),La Doña-Corredor Norte-Estación San Isidro,3
