route_id,route_short_name,route_long_name,route_type
3183A,15,Ipatinga / Ipaba,3
3182,12,Ipatinga / Timoteo,3
01,01,Coronel Fabriciano / Ipatinga,3
05,05,Coronel Fabriciano / Cariru,3
06,06,Coronel Fabriciano / Bom Jardim,3
10,10,Ipatinga / Industrial,3
11,11,Santa Cruz / Ipatinga,3
13,13,Santana do Paraiso / Ipatinga,3
14,14,Amaro Lanari / Ipatinga,3
16,16,Ipaba do Paraiso / Ipatinga,3
17,17,Aguas Claras / Ipatinga,3
19,19,Sao Candido / Ipatinga,3
24,24,Iapu / Ipatinga,3
27,27,Ipatinga / Distrito Industrial,3
28,28,Sao Joao do Oriente / Ipatinga,3
38,38,Coronel Fabriciano / Doap,3
50,50,Ipatinga / Cidade Nova,3
