trip_id,arrival_time,departure_time,stop_id,stop_sequence
MET1_WKD_N0,05:00:00,05:00:00,prealpino,1
MET1_WKD_N0,05:01:30,05:01:30,casazza,2
MET1_WKD_N0,05:03:00,05:03:00,mompiano,3
MET1_WKD_N0,05:04:30,05:04:30,europa,4
MET1_WKD_N0,05:06:00,05:06:00,ospedale,5
MET1_WKD_N0,05:07:30,05:07:30,marconi,6
MET1_WKD_N0,05:09:00,05:09:00,sanfaustino,7
MET1_WKD_N0,05:10:42,05:10:42,vittoria,8
MET1_WKD_N0,05:12:24,05:12:24,stazionefs,9
MET1_WKD_N0,05:14:06,05:14:06,bresciadue,10
MET1_WKD_N0,05:15:48,05:15:48,lamarmora,11
MET1_WKD_N0,05:17:30,05:17:30,volta,12
MET1_WKD_N0,05:19:12,05:19:12,poliambulanza,13
MET1_WKD_N0,05:20:54,05:20:54,sanpoloparco,14
MET1_WKD_N0,05:22:48,05:22:48,sanpolo,15
MET1_WKD_N0,05:24:42,05:24:42,sanpolino,16
MET1_WKD_N0,05:26:42,05:26:42,santeufemia,17
MET1_WKD_N1,07:30:00,07:30:00,prealpino,1
MET1_WKD_N1,07:31:30,07:31:30,casazza,2
MET1_WKD_N1,07:33:00,07:33:00,mompiano,3
MET1_WKD_N1,07:34:30,07:34:30,europa,4
MET1_WKD_N1,07:36:00,07:36:00,ospedale,5
MET1_WKD_N1,07:37:30,07:37:30,marconi,6
MET1_WKD_N1,07:39:00,07:39:00,sanfaustino,7
MET1_WKD_N1,07:40:42,07:40:42,vittoria,8
MET1_WKD_N1,07:42:24,07:42:24,stazionefs,9
MET1_WKD_N1,07:44:06,07:44:06,bresciadue,10
MET1_WKD_N1,07:45:48,07:45:48,lamarmora,11
MET1_WKD_N1,07:47:30,07:47:30,volta,12
MET1_WKD_N1,07:49:12,07:49:12,poliambulanza,13
MET1_WKD_N1,07:50:54,07:50:54,sanpoloparco,14
MET1_WKD_N1,07:52:48,07:52:48,sanpolo,15
MET1_WKD_N1,07:54:42,07:54:42,sanpolino,16
MET1_WKD_N1,07:56:42,07:56:42,santeufemia,17
MET1_WKD_N2,12:00:00,12:00:00,prealpino,1
MET1_WKD_N2,12:01:30,12:01:30,casazza,2
MET1_WKD_N2,12:03:00,12:03:00,mompiano,3
MET1_WKD_N2,12:04:30,12:04:30,europa,4
MET1_WKD_N2,12:06:00,12:06:00,ospedale,5
MET1_WKD_N2,12:07:30,12:07:30,marconi,6
MET1_WKD_N2,12:09:00,12:09:00,sanfaustino,7
MET1_WKD_N2,12:10:42,12:10:42,vittoria,8
MET1_WKD_N2,12:12:24,12:12:24,stazionefs,9
MET1_WKD_N2,12:14:06,12:14:06,bresciadue,10
MET1_WKD_N2,12:15:48,12:15:48,lamarmora,11
MET1_WKD_N2,12:17:30,12:17:30,volta,12
MET1_WKD_N2,12:19:12,12:19:12,poliambulanza,13
MET1_WKD_N2,12:20:54,12:20:54,sanpoloparco,14
MET1_WKD_N2,12:22:48,12:22:48,sanpolo,15
MET1_WKD_N2,12:24:42,12:24:42,sanpolino,16
MET1_WKD_N2,12:26:42,12:26:42,santeufemia,17
MET1_WKD_N3,17:30:00,17:30:00,prealpino,1
MET1_WKD_N3,17:31:30,17:31:30,casazza,2
MET1_WKD_N3,17:33:00,17:33:00,mompiano,3
MET1_WKD_N3,17:34:30,17:34:30,europa,4
MET1_WKD_N3,17:36:00,17:36:00,ospedale,5
MET1_WKD_N3,17:37:30,17:37:30,marconi,6
MET1_WKD_N3,17:39:00,17:39:00,sanfaustino,7
MET1_WKD_N3,17:40:42,17:40:42,vittoria,8
MET1_WKD_N3,17:42:24,17:42:24,stazionefs,9
MET1_WKD_N3,17:44:06,17:44:06,bresciadue,10
MET1_WKD_N3,17:45:48,17:45:48,lamarmora,11
MET1_WKD_N3,17:47:30,17:47:30,volta,12
MET1_WKD_N3,17:49:12,17:49:12,poliambulanza,13
MET1_WKD_N3,17:50:54,17:50:54,sanpoloparco,14
MET1_WKD_N3,17:52:48,17:52:48,sanpolo,15
MET1_WKD_N3,17:54:42,17:54:42,sanpolino,16
MET1_WKD_N3,17:56:42,17:56:42,santeufemia,17
MET1_WKD_N4,23:45:00,23:45:00,prealpino,1
MET1_WKD_N4,23:46:30,23:46:30,casazza,2
MET1_WKD_N4,23:48:00,23:48:00,mompiano,3
MET1_WKD_N4,23:49:30,23:49:30,europa,4
MET1_WKD_N4,23:51:00,23:51:00,ospedale,5
MET1_WKD_N4,23:52:30,23:52:30,marconi,6
MET1_WKD_N4,23:54:00,23:54:00,sanfaustino,7
MET1_WKD_N4,23:55:42,23:55:42,vittoria,8
MET1_WKD_N4,23:57:24,23:57:24,stazionefs,9
MET1_WKD_N4,23:59:06,23:59:06,bresciadue,10
MET1_WKD_N4,24:00:48,24:00:48,lamarmora,11
MET1_WKD_N4,24:02:30,24:02:30,volta,12
MET1_WKD_N4,24:04:12,24:04:12,poliambulanza,13
MET1_WKD_N4,24:05:54,24:05:54,sanpoloparco,14
MET1_WKD_N4,24:07:48,24:07:48,sanpolo,15
MET1_WKD_N4,24:09:42,24:09:42,sanpolino,16
MET1_WKD_N4,24:11:42,24:11:42,santeufemia,17
MET1_WKD_S0,05:00:00,05:00:00,santeufemia,1
MET1_WKD_S0,05:01:30,05:01:30,sanpolino,2
MET1_WKD_S0,05:03:00,05:03:00,sanpolo,3
MET1_WKD_S0,05:04:30,05:04:30,sanpoloparco,4
MET1_WKD_S0,05:06:00,05:06:00,poliambulanza,5
MET1_WKD_S0,05:07:30,05:07:30,volta,6
MET1_WKD_S0,05:09:00,05:09:00,lamarmora,7
MET1_WKD_S0,05:10:42,05:10:42,bresciadue,8
MET1_WKD_S0,05:12:24,05:12:24,stazionefs,9
MET1_WKD_S0,05:14:06,05:14:06,vittoria,10
MET1_WKD_S0,05:15:48,05:15:48,sanfaustino,11
MET1_WKD_S0,05:17:30,05:17:30,marconi,12
MET1_WKD_S0,05:19:12,05:19:12,ospedale,13
MET1_WKD_S0,05:20:54,05:20:54,europa,14
MET1_WKD_S0,05:22:48,05:22:48,mompiano,15
MET1_WKD_S0,05:24:42,05:24:42,casazza,16
MET1_WKD_S0,05:26:42,05:26:42,prealpino,17
