trip_id,arrival_time,departure_time,stop_id,stop_sequence
T_1_0_000,,06:00:00,S001,0
T_1_0_000,,06:01:30,S002,1
T_1_0_000,,06:03:00,S003,2
T_1_0_000,,06:04:30,S004,3
T_1_0_000,,06:06:00,S005,4
T_1_0_000,,06:07:30,S006,5
T_1_0_000,,06:09:00,S007,6
T_1_0_000,,06:10:30,S008,7
T_1_0_000,,06:12:00,S009,8
T_1_0_000,,06:13:30,S010,9
T_1_0_000,,06:15:00,S011,10
T_1_0_000,,06:16:30,S012,11
T_1_0_000,,06:18:00,S013,12
T_1_0_000,,06:19:30,S014,13
T_1_0_000,,06:21:00,S015,14
T_1_0_000,,06:22:30,S016,15
T_1_0_000,,06:24:00,S017,16
T_1_0_000,,06:25:30,S018,17
T_1_0_000,,06:27:00,S019,18
T_1_0_000,,06:28:30,S020,19
T_1_0_000,,06:30:00,S021,20
T_1_0_000,,06:31:30,S022,21
T_1_0_000,,06:33:00,S023,22
T_1_0_000,,06:34:30,S024,23
T_1_0_000,,06:36:00,S025,24
T_1_0_000,,06:37:30,S026,25
T_1_0_000,,06:39:00,S027,26
T_1_0_000,,06:40:30,S028,27
T_1_0_000,,06:42:00,S029,28
T_1_0_000,,06:43:30,S030,29
T_1_0_000,,06:45:00,S031,30
T_1_0_000,,06:46:30,S032,31
T_1_0_000,,06:48:00,S033,32
T_1_0_000,,06:49:30,S034,33
T_1_0_000,,06:51:00,S035,34
T_1_0_000,,06:52:30,S036,35
T_1_0_000,,06:54:00,S037,36
T_1_0_000,,06:55:30,S038,37
T_1_0_000,,06:57:00,S039,38
T_1_0_000,,06:58:30,S040,39
T_1_0_000,,07:00:00,S041,40
T_1_0_000,,07:01:30,S042,41
T_1_1_000,,06:00:00,S042,0
T_1_1_000,,06:01:30,S041,1
T_1_1_000,,06:03:00,S040,2
T_1_1_000,,06:04:30,S039,3
T_1_1_000,,06:06:00,S038,4
T_1_1_000,,06:07:30,S037,5
T_1_1_000,,06:09:00,S036,6
T_1_1_000,,06:10:30,S035,7
T_1_1_000,,06:12:00,S034,8
T_1_1_000,,06:13:30,S033,9
T_1_1_000,,06:15:00,S032,10
