route_id,route_short_name,route_long_name,route_type
A225,A225,Alimentadora Três Lagoas,3
10,10,Cidade Nova,3
35,35,Terras Alpha,3
40,40,Conjunto C / Rodoviária,3
45,45,Terminal Urbano / Rodoviária,3
50,50,Vila A via Paraná,3
55,55,Vila A via JK,3
65,65,Universitária,3
70,70,Cidade Nova / INSS,3
100,100,Remanso Grande,3
101,101,Vila C,3
103,103,Porto Belo,3
105,105,Novo Horizonte,3
110,110,Sohab / M3 / Profilurb II,3
116,116,Jardim das Flores,3
120,120,Parque Nacional,3
200,200,Gleba Guarani,3
205,205,Santa Rita,3
210,210,Parque Imperatriz,3
245,245,Três Lagoas / Centro,3
230,230,Três Lagoas / Ponte,3
240,240,Alto da Boa Vista,3
250,250,Três Bandeiras / Centro,3
310,310,Conjunto Libra,3
315,315,Primeiro de Maio,3
320,320,Interbairros,3
325,325,Jardim Guarapuava,3
335,335,Morumbi,3
345,345,Lote Grande,3
350,350,Vila Borges / Ponte,3
360,360,Portal da Foz,3
380,380,Jardim São Roque / Jardim América,3
